epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,17164.6,0.97064,1.14656,1.303,0.77958,0.69577,0.7823,0.5775,0.97133,0.90503,1.27013,0.005809,0.005809,0.005809
129,17307.9,0.9691,1.13866,1.30227,0.77984,0.69603,0.78269,0.57799,0.97092,0.90384,1.26961,0.005776,0.005776,0.005776
130,17453,0.97047,1.13781,1.30166,0.77792,0.69798,0.78305,0.5782,0.97055,0.90236,1.26894,0.005743,0.005743,0.005743
131,17598.2,0.96733,1.14357,1.29849,0.7795,0.69893,0.78305,0.57873,0.96993,0.90151,1.26797,0.00571,0.00571,0.00571
132,17743.6,0.96039,1.13492,1.29577,0.77892,0.69936,0.78316,0.57911,0.96943,0.90052,1.26715,0.005677,0.005677,0.005677
133,17888.4,0.96708,1.13304,1.29793,0.77795,0.70083,0.78353,0.5798,0.96908,0.89937,1.26651,0.005644,0.005644,0.005644
134,18032.7,0.96307,1.12674,1.29584,0.77453,0.70481,0.78403,0.58027,0.96838,0.89806,1.26562,0.005611,0.005611,0.005611
135,18168.6,0.9614,1.12787,1.29448,0.78311,0.69918,0.78446,0.58072,0.96803,0.89733,1.26512,0.005578,0.005578,0.005578
136,18313.1,0.95955,1.12516,1.29572,0.78744,0.69655,0.7851,0.58129,0.96744,0.89622,1.26439,0.005545,0.005545,0.005545
137,18456.7,0.96291,1.11953,1.29132,0.78386,0.69969,0.78573,0.58182,0.96691,0.89536,1.26381,0.005512,0.005512,0.005512
138,18600.7,0.96182,1.12458,1.29214,0.786,0.69787,0.78598,0.58257,0.96666,0.89441,1.26307,0.005479,0.005479,0.005479
139,18745.5,0.9571,1.12145,1.29115,0.79053,0.69527,0.78622,0.58315,0.9665,0.89368,1.26273,0.005446,0.005446,0.005446
140,18890.4,0.95647,1.11722,1.28899,0.78689,0.69845,0.78654,0.58362,0.96599,0.89246,1.26206,0.005413,0.005413,0.005413
141,19035.2,0.95756,1.10888,1.2891,0.78743,0.69996,0.78713,0.5837,0.96531,0.89118,1.26112,0.00538,0.00538,0.00538
142,19177.2,0.9599,1.1188,1.29053,0.78911,0.69945,0.78695,0.58411,0.96475,0.89034,1.26049,0.005347,0.005347,0.005347
143,19317.8,0.95331,1.10566,1.28495,0.78761,0.70141,0.78763,0.58457,0.96409,0.88902,1.25965,0.005314,0.005314,0.005314
144,19451.3,0.95417,1.09814,1.28441,0.78829,0.70072,0.78794,0.58537,0.96364,0.88782,1.25904,0.005281,0.005281,0.005281
