epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,32551,0.97,1.19657,1.37961,0.78245,0.69297,0.78137,0.5768,0.95842,0.93592,1.35675,0.006667,0.006667,0.006667
103,32801.8,0.97423,1.18973,1.37856,0.78236,0.69291,0.78162,0.57737,0.95784,0.93409,1.35601,0.006634,0.006634,0.006634
104,33051.5,0.96338,1.18376,1.36848,0.78053,0.69487,0.78184,0.57788,0.9573,0.93299,1.355,0.006601,0.006601,0.006601
105,33301.2,0.96938,1.18294,1.37601,0.78055,0.69498,0.78238,0.57847,0.95665,0.93162,1.35398,0.006568,0.006568,0.006568
106,33551,0.96719,1.17613,1.37093,0.78255,0.69283,0.78256,0.5791,0.95645,0.92983,1.35321,0.006535,0.006535,0.006535
107,33800.3,0.96601,1.1758,1.36794,0.78124,0.69277,0.78285,0.5793,0.95583,0.92846,1.35241,0.006502,0.006502,0.006502
108,34049.1,0.96518,1.17856,1.37034,0.78524,0.69181,0.7829,0.57975,0.95558,0.92669,1.35183,0.006469,0.006469,0.006469
109,34298.4,0.96406,1.17055,1.36761,0.78162,0.69457,0.78343,0.58039,0.95506,0.92513,1.35087,0.006436,0.006436,0.006436
110,34548.1,0.96126,1.16574,1.36782,0.79068,0.68926,0.78405,0.58115,0.95509,0.92359,1.3506,0.006403,0.006403,0.006403
111,34797.2,0.96099,1.16313,1.3667,0.7882,0.69246,0.78444,0.58156,0.95464,0.92186,1.34983,0.00637,0.00637,0.00637
112,35046.8,0.95811,1.15768,1.36522,0.78641,0.69301,0.78479,0.58158,0.95443,0.92077,1.34929,0.006337,0.006337,0.006337
113,35297.7,0.95325,1.15576,1.35947,0.78401,0.69674,0.78531,0.58228,0.95417,0.91902,1.34871,0.006304,0.006304,0.006304
114,35547.4,0.9535,1.16003,1.35996,0.78479,0.69601,0.7852,0.58261,0.95368,0.91785,1.34788,0.006271,0.006271,0.006271
115,35796.6,0.95568,1.15758,1.36336,0.78462,0.6967,0.78562,0.58318,0.95344,0.91686,1.34717,0.006238,0.006238,0.006238
116,36047.6,0.95435,1.14665,1.35852,0.78774,0.69521,0.78588,0.58368,0.95275,0.9158,1.3463,0.006205,0.006205,0.006205
117,36297.2,0.9471,1.14657,1.35748,0.78816,0.69577,0.78628,0.5842,0.95259,0.9144,1.34591,0.006172,0.006172,0.006172
118,36547,0.95111,1.14864,1.35589,0.78842,0.69691,0.78664,0.58478,0.95202,0.91304,1.3452,0.006139,0.006139,0.006139
119,36796.5,0.94902,1.1383,1.35614,0.78723,0.69902,0.78721,0.5853,0.95148,0.91202,1.3446,0.006106,0.006106,0.006106
120,37045.7,0.94159,1.13483,1.34992,0.78744,0.69821,0.78735,0.5858,0.95124,0.91109,1.34399,0.006073,0.006073,0.006073
121,37294.9,0.94376,1.13693,1.35371,0.78669,0.69966,0.7878,0.58662,0.95087,0.90977,1.34352,0.00604,0.00604,0.00604
122,37543.5,0.94646,1.13223,1.35357,0.78718,0.69974,0.78756,0.58697,0.95043,0.90858,1.34279,0.006007,0.006007,0.006007
